dataset,method_key,method,n,mean_ms,std_ms,sem_ms,ci95_lower_ms,ci95_upper_ms
webis-touche2020,bm25_hamming,BM25 + Hamming,10,538.1504108582158,249.89387409875408,79.02338154754196,359.38710226190824,716.9137194545233
webis-touche2020,bm25_cosine_int8,BM25 + Cosine (int8),10,933.8727746100631,261.7564943131171,82.77467143703616,746.6234587205038,1121.1220904996223
webis-touche2020,bm25_cosine_float,BM25 + Cosine (float),10,3635.603929940844,866.4590551399936,273.99841135198034,3015.7764611056327,4255.431398776055
webis-touche2020,hamming,Hamming,10,53.67992957937531,1.3001628865959645,0.4111476050862452,52.74984907956213,54.61001007918849
webis-touche2020,hamming_cosine_int8,Hamming + Cosine (int8),10,449.7735063091386,41.063752273302484,12.985498645655294,420.3982675353631,479.1487450829141
webis-touche2020,hamming_cosine_float,Hamming + Cosine (float),10,4532.434621669818,355.1660320572903,112.31336088254155,4278.364147871436,4786.505095468199
webis-touche2020,cosine_int8,Cosine (int8),10,2097.840342868585,96.7590063076049,30.597884406663027,2028.6231194915808,2167.0575662455894
webis-touche2020,cosine_int8_float,Cosine (int8) + Cosine (float),10,9138.4258316888,919.1056296161568,290.6467199870165,8480.937272226367,9795.914391151235
webis-touche2020,cosine_float,Cosine (float),10,6258.953878766624,1053.8147686104005,333.2454900732179,5505.100206427296,7012.807551105952
webis-touche2020,rrf_hamming,RRF (BM25 + Hamming),10,423.54855705518275,227.29608790112965,71.87733410134105,260.9507308749944,586.1463832353711
webis-touche2020,rrf_cosine_int8,RRF (BM25 + Cosine (int8)),10,2225.4028800374363,318.71241436121375,100.78571479527939,1997.409753405558,2453.3960066693144
webis-touche2020,rrf_cosine_float,RRF (BM25 + Cosine (float)),10,5325.805121683516,428.9095806457029,135.6331185108094,5018.98169113163,5632.628552235401
